conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_332076,"@applesupport my ipad air battery only needs 1 or 2 hours to get from 100 to 0 after ios11 update. More people have this, can U fix it ?",@195067 Let's get the most out of your iPad's battery. Which exact iOS 11 version do you have installed? Any steps tried so far?,battery_power,unresolved_no_signal,3,classifier_eval
conv_332081,@AppleSupport after iOS 11 upgrade home button is so delayed! Did apple properly test? On iOS 11.0.2. How can I go back to iOS 10 11 broken.,@180656 Have you updated to iOS 11.0.2 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,5,train
conv_332094,"New phone, and again, no service/keeps telling me there’s no SIM card AT&amp;T @115858 https://t.co/wDEp1UVU4Y",@195070 We'd like to help. Try the following troubleshooting steps and let us know the result: https://t.co/UTP2qBi1Is,connectivity,escalated_to_dm,9,train
conv_332105,@AppleSupport WTF is up with #iOS 11.0.2 that I can’t save pics from mail to my photos file?? Gone again!! https://t.co/3Y3JXa36U6,"@195071 Let's take a look at this. Please send us a DM, so wee can investigate further. https://t.co/GDrqU22YpT",ios_software_update,escalated_to_dm,5,classifier_eval
conv_332471,@AppleSupport I am trying to purchase something on the app store but i kept receiving notifications saying my purchase is declined ?,@195163 We can help. Take a look at the steps found here and let us know if that helps: https://t.co/U96y4MTG7k,app_appstore_media,unresolved_no_signal,3,classifier_eval
conv_332493,"@115858 #ios11 battery drain issue is horrific, my iphone 7 is draining fast even on low power mode.  #iphonebatterydrain",@195170 We'll be happy to assist as best we can. When did you start seeing this happen? Are you running iOS 11.0.2?,battery_power,customer_thanked,5,train
conv_332497,@AppleSupport fix this new update please I hear static when I make calls 😑,@195172 We want your iPhone working for you; we'll do all we can to help. What model of iPhone and IOS version do you have?,ios_software_update,unresolved_no_signal,3,train
conv_332503,"@115858 @AppleSupport My battery on my iphone 7 doesnt last for half a day after your latest update, why??fully charged at 10 today,30% now",@195174 Thanks for reaching out. Can you be more specific and let us know which iOS version you are using? Settings &gt; General &gt; About,battery_power,unresolved_no_signal,3,train
conv_332793,@AppleSupport Notification Center and lock screen disappear after after using CarPlay. Very annoying.,@195254 We'd like to look into this with you. Does restarting your iPhone bring it back?,screen_hardware_damage,unresolved_no_signal,5,classifier_eval
conv_332799,@195256 @115858 good to hear I am not the only one. Bought a iPhone 6S after the new phones came out. Having texting problems https://t.co/PiqlX5uXHo,@195255 Send us a DM and let us know more details on what's happening in Messages. We want to help. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,classifier_eval
conv_332801,"Odd that the iPhone 8 just got released and the new update RUINED my 6. YOU ARE NOT SLICK @115858!!! 

(yet here I am with 5 Apple devices 🙃) @195256 @115858 Mine has been glitching like crazy ever since I updated. Even the keyboard has been spazing out. Apple always denies they do this though...",@324684 We’d like to learn more about this. Can you let us know if anything changes after a restart via DM? https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,4,classifier_eval
conv_332805,@AppleSupport Merhaba eski iPhone daki telefon rehberimi yeni iPhone a aktarımını nasıl yapacağım? Yardımcı olabilir misiniz?,@195257 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other_unclear,unresolved_no_signal,5,train
conv_332823,@AppleSupport What Can I Do? https://t.co/QD3FinGEBJ,@195264 Thanks for reaching out to us. Can you DM us with more details of your Music issue? https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,classifier_eval
conv_332827,"@AppleSupport #ios11 disconects all the time from bluetooth devices, is the phone not the devices, please solve it","@195266 Which iPhone and version of iOS 11 are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT",connectivity,customer_thanked,3,train
conv_332830,@AppleSupport The time playback on the Mickey Mouse Watch Face is not announcing the time on my Watch Series 3. Any reasons why?,@195267 We can look into this with you. Let us know if these steps work: https://t.co/G5QZ5hrC2r,other_unclear,customer_thanked,3,golden_eval
conv_6799,@AppleSupport I downloaded it and it’s ruined my battery. My battery goes from 100% to 10% after playing one song on iTunes 😒,@195269 Let's team up and work together to get as long a battery life as possible. Which model is it and is iOS 11.0.2 installed?,battery_power,unresolved_no_signal,3,train
conv_332851,"@AppleSupport bug? ipad airplay to appletv but intermittently attempting to screen mirror (even though deselected) ios 11.0.1 tvos 11.0 @AppleSupport Interesting...appears related to embedded video on webpage? eg. https://t.co/H0mpG2gmTY @AppleSupport To be clear, there is no audio on the page, but some video (motion graphics), and nothing selected for screen mirroring",@195274 We'd like to help. Let's see if backing up and updating to the latest iOS will help alleviate the issue: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,screen_hardware_damage,unresolved_no_signal,5,train
conv_333090,"Hello @AppleSupport is there a bug for this #iOS11 ? Toggle from airplane mode turns on WiFi and Bluetooth

 https://t.co/wVlfwalG6l",@195337 Thanks for reaching out. Please DM us which device is having the issue. We'll start there https://t.co/GDrqU22YpT,connectivity,escalated_to_dm,3,train
conv_333220,Btw iOS 11 screen recorder failed to record audio again... please fix this @115858 #ios11,@195366 Hey there. Our new screen recording feature doesn't record audio. Please leave us feedback here: https://t.co/J46COPJzUo https://t.co/GDrqU22YpT,screen_hardware_damage,unresolved_no_signal,5,train
conv_333225,@AppleSupport since doing my update the camera doesn’t work and neither does sound on phone calls,@195368 We want to help. Which iPhone model do you own?,ios_software_update,unresolved_no_signal,5,train
conv_333232,@AppleSupport Since updating to iOS 11 I can no longer connect my iPhone 7 to my car via Bluetooth or USB.,"@195369 Thanks for that info. To confirm, can you tell us what verison of iOS 11 you're running currently on the iPhone?",connectivity,unresolved_no_signal,3,classifier_eval
conv_333236,"@115858 Since updating to iOS 11 on my iPhone 7S plus, the battery runs down quicker than before the update",@195370 We're happy to help! Please check out https://t.co/AMmc9YEJQr for tips. Keep us posted on how it goes.,battery_power,customer_thanked,3,train
conv_333239,@115858 @AppleSupport How do I make a formal complaint against a Premium Reseller repair? #MacBook has had to go to #GeniusBar today #noMac,@195371 We can file the complaint for you. Meet us in DM and we can get started. https://t.co/GDrqU22YpT,billing_repair_order,customer_thanked,3,train
conv_333246,When I'm sending text messages half the time it won't let me scroll down to see the new message. The keyboard is in the way. WTF @115858 ?,@195374 We'd like to work with you on this. Could you confirm what type of device you're using?,other_unclear,unresolved_no_signal,5,train
conv_333252,Anyone else having trouble after latest @115858 update? Blue tooth loves to turn itself on and WiFi connection is constantly dropping.,"@195375 Thanks for reaching out. Which iOS device are you having this issue on? Let us know, we'd like to help.",connectivity,customer_thanked,3,train
conv_333264,@AppleSupport any news on an update to fix battery usage since iOS 11 dropped?,@195380 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,battery_power,escalated_to_dm,3,train
conv_333269,@AppleSupport How do I keep this preview from appearing on my lock screen? I’m running the latest iOS on an iPhone 7. #PleaseMakeItGoAway https://t.co/nf1t1QuXMt,"@195382 We're here to help. Have you played any music lately, or is there a player open in the background? https://t.co/GDrqU22YpT",screen_hardware_damage,unresolved_no_signal,3,train
conv_333273,@115858 what’s up with iOS11 my battery life sucks butt now smh,@195383 Hi there! Can you give us an example of what's going on?,battery_power,escalated_to_dm,5,train
conv_333281,@115858 so I did the update last night for my iphone7 and now my media messages won’t send. I’ve reset my phone and it didn’t help,@195384 We'd like to explore this with you. Are you able to access cellular data on your iPhone? Are you receiving an error message?,ios_software_update,unresolved_no_signal,5,train
conv_333605,"Hey @AppleSupport, even in iOS 11.0.2 my previously-dismissed notifications come back like this https://t.co/Co73VchRNP",@3922 Thanks for this report!  Did this start with iOS 11 on your iPhone?  Does this happen with only certain notifications or all?,ios_software_update,unresolved_no_signal,5,train
conv_333613,@AppleSupport Why does the new IOS operating system YOU suggested I should install .... drain my damn better MUCH faster then before?,@195480 We'd like to help with this. Could you please send us a DM so we can gather some info and get started? https://t.co/GDrqU22YpT,battery_power,escalated_to_dm,3,train
conv_333618,@AppleSupport You know and have heard from what I am hearing and seeing,"@195481 To clarify, are you unable to share from Photos to another app? If so, what happens when you try?",other_unclear,unresolved_no_signal,3,train
conv_333619,@115858 the new software has great stuff but the problems stink!,@195481 Please let us know of any issues you're experiencing since the update. We're happy to help get everything back on track.,ios_software_update,unresolved_no_signal,3,train
conv_333627,"I'm curious, what is the maximum resolution of FaceTime on an iPhone7? @AppleSupport is it HD? I have a 50+Mb/s LTE connection so","@126056 Hey there, thanks for reaching out. You can view the FaceTime HD Camera info here: https://t.co/Xr0X92s6Ls",other_unclear,escalated_to_dm,5,train
conv_333639,"@115858 Why does the Bluetooth on my iPad keep turning itself on? I want it off, period, yet it seems to have other ideas.",@195487 We're here to help investigate!  Which iOS version is currently running on your iPad?,connectivity,escalated_to_dm,5,train
conv_333645,@115858 @AppleSupport had the iPhone 8 4 days and a crack has appeared in the middle from the side. No signs of impact anywhere ???,@195488 We want to help. Could you let us know in DM which country you are in? Our options are a little different around the globe. https://t.co/GDrqU22YpT,screen_hardware_damage,escalated_to_dm,3,classifier_eval
conv_333650,@AppleSupport is this a real email? https://t.co/Az4KLgA3Dn,@195490 That's definitely not from us. Check out our page about phishing: https://t.co/LNMCdqt6fD,other_unclear,customer_thanked,3,train
conv_333654,Anyone know why some movies listed as 4K iTunes upgrades are now not 4K in iTunes? My iTunes showed 4K before but now only HD @AppleSupport,@195491 Check out this article on 4K items: https://t.co/SFdFHkEs3N Are you using a compatible device? DM us with any questions!,app_appstore_media,escalated_to_dm,3,train
conv_334118,"@AppleSupport hi there, i have some issue with iMessage on my iPhone.",@195603 We want you to be able to stay connected on your iPhone. What's going on? We'll do everything we can to help with your iMessages.,other_unclear,unresolved_no_signal,3,train
conv_334125,@AppleSupport how can I get a bulk educator order quote?,@195605 We're thrilled to hear you're interested in products for education! Here's our contact information: https://t.co/RmFSlCBcIE,billing_repair_order,customer_thanked,3,classifier_eval
conv_334132,"I am experiencing sudden crashes in Apps while using, on IOS11 #Outlook #Facebook #Twitter @AppleSupport",@195607 Thanks for letting us help. Are the crashes only in those apps? What version of iOS shows in Settings &gt; General &gt; About?,ios_software_update,unresolved_no_signal,5,train
conv_334140,Why does it take long for Apple Music to go back on my phone? @115948 @AppleSupport,@195609 We're here to lend a hand. Let's look into this together. Could you tell us which iPhone and iOS version you're using?,app_appstore_media,unresolved_no_signal,5,train
conv_334521,@AppleSupport How do I get the ¡ and ¿ on the iPad in iOS11?,@195713 We can assist you. The following guide shows how to change keyboards and choose the Spanish language: https://t.co/tWyRHFS2AX,ios_software_update,customer_thanked,3,classifier_eval
conv_334540,I think the ios 11 have some bugs because when I turn Off the Wifi from Control Centre it goes to NOT CONNECTED instead of going OFF @115858,@195721 Hi there. Control Center no longer permanently toggles it off. There's an explanation here: https://t.co/MWcJwF3cgD,connectivity,customer_thanked,3,classifier_eval
conv_334544,@AppleSupport Hm? 🤔 https://t.co/jM9oqsqgU9,@195722 We want to help. Does this happen every time you view this folder?,other_unclear,unresolved_no_signal,3,train
conv_334923,@AppleSupport I woke up today to see my photos disappear . I use iCloud services on a 6S . From several thousands to 100 what’s up ?,"@195817 We know how important photos are! If you go to https://t.co/coj9FJKJWV on a computer, do your pictures show up there?",account_security_icloud,unresolved_no_signal,3,train
conv_334926,Dear @AppleSupport why do I have no information on anything after the latest #iOS11 #Update ?!?! #AppleWatch #LockScreen Issues https://t.co/UsyWHuVqVa,@195818 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,ios_software_update,customer_thanked,3,train
conv_334935,@AppleSupport My phone has completely froze six times since the new OS. Now twice since the latest update. Never a problem before.,@195820 This is certainly not the experience we want you to have. Which iPhone model do you own?,ios_software_update,unresolved_no_signal,5,train
conv_334948,@AppleSupport since upgrading to iOS 11 loud speaker no longer works when receiving a call? Please fix! #apple #iOS11,@195823 We can help. What version of iOS 11 are you currently running? You can find this information in Settings &gt; General &gt; About.,ios_software_update,escalated_to_dm,7,classifier_eval
conv_334957,My phone be tripping ever since I updated to iOS 11 😳 @115858,@195825 We're happy to help. Can you give us some details on what's going on? Are you on iOS 11.0.2 or an older version?,ios_software_update,unresolved_no_signal,6,train
conv_334963,@AppleSupport cont..people I know who ios11 having same problem. 1 phone in house not upgraded yet &amp; able to print so not a printer issue?,"@195826 Hi there! Are you using AirPrint? If so, what model of printer are you using?",ios_software_update,unresolved_no_signal,5,train
conv_334972,"@AppleSupport I'm unable to update my iPhone, the update downloads &amp; when I click install it verifies but then says it's unable to download? https://t.co/dDsXPFDjZ6",@195830 We're happy to help and thanks for the screenshot. Let's start here: https://t.co/Ui1yTnOCUz,ios_software_update,customer_thanked,3,train
conv_334979,@AppleSupport can you tell me why my iphone keeps sticking since the recent updates,"@195833 Let's help. To better assist, is this behavior occurring completely at random or mainly when using specific apps.",ios_software_update,unresolved_no_signal,3,train
conv_335260,I would appreciate it if you would tell me why all my messages and photos deleted before i kms @AppleSupport,@195915 We want to help. What device is this issue occurring on? How much free space is available on the device?,other_unclear,unresolved_no_signal,3,train
conv_335264,@115858 your updates fucked my phone up and now it freezes every five seconds thanks https://t.co/aKUcpGZeG5,@195916 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,ios_software_update,unresolved_no_signal,3,train
conv_335271,"@AppleSupport IOS 11.0.2 on ipad, unable to sync photos using itunes, just get internal error.
Thank goodness for Google Photos!",@195917 We'd like to help. Do you have iTunes version 12.7 installed? Are you using these steps for iTunes: https://t.co/VB1TPDr7mY,ios_software_update,unresolved_no_signal,3,train
conv_335745,so @115858 should reimburse me for this months Apple Music subscription because since the update it doesn’t function properly 😒 @196047 @115858 shit don't work right at all!!!! @196048 @115858 Ohhhh ok I thought I was tripping! The player from the locked screen doesn’t work. I can’t add songs to my library! just fckery 😒,@196047 Let's help. DM us some further details and we can pick up from there. https://t.co/GDrqU22YpT,screen_hardware_damage,escalated_to_dm,9,train
conv_335755,.@AppleSupport I am having daily kernel panics in High Sierra and I'm about to lose my mind,@196051 We can help out with High Sierra performance. Does it happen with any particular usage?,other_unclear,unresolved_no_signal,6,train
conv_335761,Somethings alittle off here @AppleSupport see the issue?? Playing a song and it doesn’t tell me what minute/seconds I’m at lol https://t.co/86Py3a6QB7,@196053 We see what you mean. Could you let us know which iOS version you are on? Does this occur after restarting your iPhone?,other_unclear,unresolved_no_signal,3,train
conv_335769,"@AppleSupport  Quiero la baja de mi cuenta para que dejen de ROBARME,  no compre nada ni tengo suscripción alguna, son complices ?",@196056 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other_unclear,unresolved_no_signal,3,train
conv_335777,@AppleSupport @115858 @115948 where has all my purchased music gone from my itunes???,@196059 We'd be glad to help look into this. Check out this article for help downloading those past purchases: https://t.co/I39AyMJNgb,app_appstore_media,unresolved_no_signal,3,classifier_eval
conv_336198,@AppleSupport What is this line over the space bar? https://t.co/OOCdFpOdAH,@196198 We want to look into this with you. Let's restart: https://t.co/OWRDHWSt4h Does the line reappear?,other_unclear,customer_thanked,3,train
conv_336201,@AppleSupport really annoying bug in iOS11. Suddenly pops up all messages recd during the day at a random time. 1am showing msgs from 2:30pm https://t.co/7L4svyYSr3,@196199 You've come to the right place. How long has it been since you've updated to iOS 11?,ios_software_update,unresolved_no_signal,3,train
conv_336208,@AppleSupport I’m not able to update my apps unless I put in a valid credit card even though I just bought an iTunes gift card with cash @AppleSupport I’m pretty pissed and I’m about to be done with Apple for taking my money and not letting me use it so please contact me ASAP @AppleSupport I also have proof of purchase if needed,@196200 We're here for you. You'll want to reach out to our iTunes team here: https://t.co/SDIe7UiyJN,ios_software_update,customer_thanked,5,classifier_eval
conv_336219,"@AppleSupport Y can’t y’all release an update that won’t fuck shit up, can’t play Apple Music on shuffle since ios11",@196205 What's happening if you try to shuffle per instructions at https://t.co/Q3ojzTGrTU on your device? We want to help.,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_336223,Hey @AppleSupport can you please get your shit together and fix this? It came with the update.. that’s what I have for a lock screen now 😡 https://t.co/W1KQMAH4bX,@196206 We're here for you. Have you tried restarting your iPhone since this issue started?,screen_hardware_damage,unresolved_no_signal,3,train
conv_336228,@AppleSupport @115858 is this a scam or not.... https://t.co/TbGiYOTkl6,@196208 That's not from us. Check out https://t.co/LNMCdqt6fD for how to identify and report these types of messages.,other_unclear,customer_thanked,3,train
conv_336555,Nevite nekdo jak opet zprovoznit synchronizaci fotek mezi iphonem a ipadem po instalaci na ten zatracenej iOS 11? @AppleSupport,@196298 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_software_update,unresolved_no_signal,5,train
conv_336562,Hey @115858 what the hell is going on with iOS11? Internet speed is awful.,@196299 We want to help. Which iPhone model do you own?,ios_software_update,unresolved_no_signal,3,train
conv_336570,"#ios11 @AppleSupport 
native mail app on 6s+miserable ios11 keeps showing unread count, but when you go to look, no new mail 

for f sake😡👎🏼",@196301 We'd be happy to help. Are you experiencing this issue on the latest version of iOS 11.0.2?,ios_software_update,unresolved_no_signal,3,train
conv_336577,Some please tell me what the duck this means @AppleSupport @115948 https://t.co/sZrCFvTBdv,"@196303 We want you to be able to enjoy your music; we'll do all we can to help. To start, are you an Apple Music member?",other_unclear,unresolved_no_signal,3,classifier_eval
conv_336583,"Bought the new @34587 album on @118721 , songs were out of order. Deleted and re-downloaded now 2 songs are missing. #help @115858",@196305 Thanks for contacting us. We'd be happy to take a look. Please meet us in DM. https://t.co/GDrqU2kzhr,billing_repair_order,escalated_to_dm,3,classifier_eval
conv_336587,@AppleSupport Before the update when apps where in the background it would change when you press the top or bottom button on the side of the phone,"@196306 Just to confirm, do you have headphones in while at the home screen and trying to adjust the volume?",ios_software_update,unresolved_no_signal,3,train
conv_336591,@AppleSupport So every time I try to turn down my ringer with the buttons on the side it only works for the volume and not the ringer volume @AppleSupport This happened ever since the iso 11 update.,"@196306 The volume rocker’s functionality is dependent on which app you are using. In the Music app, does it only control the ringer?",ios_software_update,unresolved_no_signal,4,train
conv_336599,"@AppleSupport Updated my software yesterday, and my battery drained overnight which it NEVER does - what the heck did you do to my phone??",@196308 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT,battery_power,escalated_to_dm,3,train
conv_336602,@AppleSupport Why don’t the workout animations show up on my watch?,"@196309 Let's take a peek. Which Apple Watch and watchOS are you using? Did they just recently stop working, or never work for you?",other_unclear,escalated_to_dm,5,golden_eval
conv_336650,@AppleSupport TV4 x 2. 1 accepts @798.com address for iCloud and 1 switches to @1113.com address once I log in. @798 shows HOME and @1113 doesnt,"@196310 Let's take a look at this. The @798 / @1113 / @1112 addresses are interchangeable. That is, you can use any one of them.",account_security_icloud,unresolved_no_signal,3,train
conv_336658,"@115858 @AppleSupport  yoooo this update has messed my phone up, whats going on?","@196312 We’ve got your back. What seems to be the issue you’re noticing with your iPhone? Give us some details, and we’ll help out.",ios_software_update,unresolved_no_signal,5,classifier_eval
conv_336661,@AppleSupport how do I deal with the files I can’t access through the System? It’s killing me https://t.co/TtcVx6O71e,@196313 We're happy to look into this with you.  Which Mac are you using and what operating system is on it?,other_unclear,unresolved_no_signal,3,train
conv_336668,"@AppleSupport with the ios 11, my ipad battery is incredibly not doing no good no more. i used to charge it to 100% and it stays at least for a week if not two, with the ios 11 two days max, my usage is still the same, i don't know what is wrong, no option to downgrade.",@196315 Thanks for reaching out. We'd like some additional details to help. DM us and we'll continue. https://t.co/GDrqU22YpT,battery_power,escalated_to_dm,3,train
conv_337014,@AppleSupport iPhone 6plus not working properly since the iOS 11.2 update!  Now what?!,@196406 We'd like to know more to help. Let us know what type of issues you're experiencing and we'll continue.,ios_software_update,unresolved_no_signal,7,train
conv_337019,Dear @115858  please fix the bugs in iOS 11.0.2...there is lot of issues while making calls n speaking..so please fix this issue ASAP,@196409 We'd like to look into this as this is not normal behavior and want you to enjoy the new iOS. Have you restarted your device?,ios_software_update,unresolved_no_signal,3,train
conv_337036,@AppleSupport iOS 11 introduced a new feature - Apple Music profiles so you can follow your friends and so on. Is this feature region-locked? I don’t have an option to enable it in “For You” tab.,@196415 Which country are you located in? We can definitely check into this more with you today.,ios_software_update,customer_thanked,5,train
conv_337040,"@AppleSupport my phone lost 70% battery in 4 hours and I didn't touch it once, that's not right",@196416 With concerns due to your battery life have you looked over the steps here? https://t.co/bivpdfBNJ6,battery_power,unresolved_no_signal,3,train
conv_337444,I made one phone call. ONE. It lasted one minute ONE. how did my phone drop from 80% to 19%. My phone isn’t even 3 years old. Wtf @115858,@196522 We want to look into this with you. Which iPhone are you using?,other_unclear,escalated_to_dm,5,train
conv_337458,@115858 @AppleSupport The latest update 11.0.1 &amp; 11.0.2 are terrible!! The battery drains as fast as water being flushed down the toilet.,@196527 We know battery life is important. We recommend giving this link a look: https://t.co/bivpdfBNJ6,battery_power,unresolved_no_signal,3,train
conv_337468,"Anyone else having @115858 log-in problems after ‘upgrading’ to 11.0.2?
#ios1102 #ios11problems",@196530 We'd like to help. Could you elaborate on the login issue you've experienced since updating to iOS 11.0.2?,ios_software_update,unresolved_no_signal,3,train
conv_337473,@AppleSupport Why does this keep showing up on my lock screen and won’t go away unless I reboot? iOS 11.0.2 iPhone 8 Plus/iPhone 6S https://t.co/FXP3rXCQfC,@196531  Let's look into this together. Could you tell us a little more about the behavior you're experiencing?,screen_hardware_damage,unresolved_no_signal,3,train
conv_337481,@AppleSupport since I’ve updated iOS my battery life has drastically decreased and I’m having issues with controlling Spotify. Help?,@196533 We want to help with your battery today and check other concerns. Have you tried the steps from https://t.co/bivpdfBNJ6,battery_power,unresolved_no_signal,4,train
conv_337486,@AppleSupport @115858 Fix my iTunes ability to sync playlists to my iPhone NOW!!!!,@196534 Thanks for reaching out to us. Try the steps in this article to sync your iPhone with iTunes: https://t.co/MaEpwkTXRn,app_appstore_media,unresolved_no_signal,3,train
conv_337776,@AppleSupport Attempting to update iPhone 5S to iOS 11.0.2; downloaded but getting error message on installing w/ no further info. Help?,@196620 We want to help. What is the error message?,ios_software_update,unresolved_no_signal,3,train
conv_337782,@196623 @AppleSupport I upgraded to ios 11 and I wish I hadn't...battery lasts two hours at most (&amp; that's w everything possible turned off). :(,@196622   We want you to use your device with optimal power. Did you just complete the update or has it been a few days now?,battery_power,unresolved_no_signal,4,train
conv_337794,Where’ the ‘Formats’ option ?! @AppleSupport https://t.co/JgTEhwzIE1,@196625 We're happy to look into this with you. Do you mean the image format that your iPhone takes when you snap a picture?,other_unclear,unresolved_no_signal,3,train
conv_338162,@115858 need to do something about this glitch in this new update... my phone been tripping ever since I updated 😒,@196714 We can happily help to look into this with you. What seems to be going on with your device and which iPhone do you have?,ios_software_update,unresolved_no_signal,3,golden_eval
conv_338168,Hi @115858 please FIX YOUR FRICKEN SOFTWARE SO I CAN MAKE A STUPID PHONE CALL. Thanks.,@196716 Thanks for reaching out to us. What issues are you experiencing when attempting to make a phone call?,ios_software_update,unresolved_no_signal,5,train
conv_338180,#iOS11 still pretty buggy....apps playing hide and seek @115858 https://t.co/E6tmVWlTCw,@196719 Have you restarted your iPhone since you noticed this? Let us know in DM and we'll team up to get it sorted. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,5,train
conv_338607,Dear @118721 @AppleSupport - My latest version of iTunes has the login screen come up blinking and it doesn't go away. Thoughts? https://t.co/XzELng48cf,@196831 We're happy to look into this. Does this occur after a restart? Which Operating System are you running on your computer?,account_security_icloud,unresolved_no_signal,3,train
conv_338612,@AppleSupport iPhone7-phone rings thru speakers when earbuds plugged in Lightning port. How do I set to ring in earb instead of speaker?,@196832 Let's see what we can find! What setting do you have for Settings &gt; General &gt; Accessibility &gt; Call Audio Routing?,other_unclear,unresolved_no_signal,3,train
conv_338617,@AppleSupport @118936 @115858 what’s with the BULLSHIT update?? My phone is slower &amp; the battery life is awful. Not cool #notcool,@196833 Let's team up and take a closer look at both of your iPhone's issues. Which model do you have and is iOS 11.0.2 installed?,battery_power,unresolved_no_signal,3,train
conv_338620,"@AppleSupport since I updated to #iOS11
On my iPhone 7 Plus it’s drain the #battery and get #overheated,help plz!!!",@196834 We'd be happy to help. Are you experiencing this issue on the latest version of iOS 11.0.2?,battery_power,unresolved_no_signal,3,train
conv_338627,my macbook is ded help @115858,"@196837 We're pleased to help. Will it not power on? Is it frozen? This article helps with the former:
https://t.co/RqWW0duJ0U",other_unclear,unresolved_no_signal,5,train
conv_338634,#iOS11 has MURDERED my #iphone6s 😭😭😭 Home button wont unlock phone. Apps crashing. @115858 please help 😫😫,@196838 We can help with the iOS performance. Are you using Touch ID or just the home button normally?,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_338638,@AppleSupport cant download a file from iCloud Drive! https://t.co/NJ1nsVGlqK,@166165 We'd love to help. What happens while trying to download a file? Are you receiving an error message?,account_security_icloud,unresolved_no_signal,3,train
conv_338643,"iOS Wi-Fi bug:
Available networks don’t show up until you tap ‘Other’ and go back to main Wi-Fi screen. iPhone 7 Plus @applesupport @115858 https://t.co/MQUXdqNyRf",@196839 Thanks for reaching out to us about this. Is this happening in multiple locations or a specific location?,screen_hardware_damage,unresolved_no_signal,5,train
conv_338915,@AppleSupport How do I stop Messages from taking Live photos? It's disabled everywhere but Messages doesn't respect this. Please help!,"@196914 We want to help you. When you say Messages is taking Live Photos, what exactly is going on?",other_unclear,customer_thanked,5,train
conv_339486,"So my iPhone just so happens to not want to charge anymore now that the new one came out, huh? @115858 @AppleSupport",@197065 Thanks for reaching out. We've received your DM and will be responding shortly.,battery_power,escalated_to_dm,3,classifier_eval
conv_339717,@AppleSupport fix my beats or im calling the police,@197129 We're happy to look into your Beats issue. What's been going on with them?,other_unclear,unresolved_no_signal,3,train
conv_339723,".@AppleSupport @115858 are you actually going to fix iOS 11 any time soon? iPhone7+ now runs slow, crashes and must be restarted constantly",@197131 We want to make sure your phone is running at its best. Have you been able to update to the latest 11.0.2?,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_339946,"The new IOS 11 is GARBAGE. Yes there are cool features, but I’d prefer my phone to not glitch out every second @115858","@197183 We want to help out. What's going on, exactly?",ios_software_update,unresolved_no_signal,4,train
conv_339952,@AppleSupport can you tell me how to improve my iPhone 6s? Because after installing IOS 11 it’s slow and crashes a lot!! Hi from Mexico,"@180183 Hi! Let's improve that phone. Are you on iOS 11.0.2? If not, let's give that update a shot: https://t.co/80YRnjDFDk",ios_software_update,unresolved_no_signal,3,train
conv_339963,@AppleSupport can somebody help me?,@197186 We're here for you! How may we help?,other_unclear,escalated_to_dm,9,train
conv_339966,@115858 did u get rid of night mode on the new update - if so #notimpressed,"@197187 If you're talking about Night Shift, that feature is still available in Settings &gt; Display &amp; Brightness &gt; Night Shift.",ios_software_update,customer_thanked,3,train
conv_339969,"@115858 i don’t know what you guys did on the new update, but i’ve force restarted my phone at least 5 times this morning.","@197188 Hi there! What's going on, exactly?",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_339978,@AppleSupport I try to talk to someone on speakerphone and it doesnt switch over. It remains on the handheld feature.,@197192 We want to look into this with you. Which iOS 11 version are you currently using?,other_unclear,unresolved_no_signal,3,train
conv_339990,@AppleSupport Is there a way I can migrate my family’s storage accounts into a family iCloud account now?,@56153 Let's help. Take advantage of sharing iCloud storage with your family by following the steps here: https://t.co/ERCiFrN6Q1,account_security_icloud,escalated_to_dm,5,train
conv_340198,"@AppleSupport @197246 It’s a few days I have the same problem, how Can I solve??","@166726 We'd be happy to help. What's going on, exactly?",other_unclear,unresolved_no_signal,3,train
